,id,infinitive,definition,mood,subject,tense,answer,translation
382,382,to bore,"aburrir, perforar",Perfecto,I,Pasado,had borne,habia llevado
383,383,to bore,"aburrir, perforar",Perfecto,I,Futuro,will have borne,habré llevado
384,384,to bore,"aburrir, perforar",Perfecto,you,Presente,have borne,has llevado
385,385,to bore,"aburrir, perforar",Perfecto,you,Pasado,had borne,habías llevado
386,386,to bore,"aburrir, perforar",Perfecto,you,Futuro,will have borne,habrás llevado
387,387,to bore,"aburrir, perforar",Perfecto,he,Presente,has borne,él ha llevado
388,388,to bore,"aburrir, perforar",Perfecto,she,Presente,has borne,ella ha llevado
389,389,to bore,"aburrir, perforar",Perfecto,he,Pasado,had borne,él había llevado
390,390,to bore,"aburrir, perforar",Perfecto,she,Pasado,had borne,ella había llevado
391,391,to bore,"aburrir, perforar",Perfecto,he,Futuro,will have borne,él habrá llevado
392,392,to bore,"aburrir, perforar",Perfecto,she,Futuro,will have borne,ella habrá soportado
393,393,to bore,"aburrir, perforar",Perfecto,we,Presente,have borne,hemos llevado
394,394,to bore,"aburrir, perforar",Perfecto,we,Pasado,had borne,habíamos llevado
395,395,to bore,"aburrir, perforar",Perfecto,we,Futuro,will have borne,habremos soportado
396,396,to bore,"aburrir, perforar",Perfecto,you,Presente,have borne,has llevado
397,397,to bore,"aburrir, perforar",Perfecto,you,Pasado,had borne,habías llevado
398,398,to bore,"aburrir, perforar",Perfecto,you,Futuro,will have borne,habrás llevado
399,399,to bore,"aburrir, perforar",Perfecto,they,Presente,have borne,ellos han llevado
400,400,to bore,"aburrir, perforar",Perfecto,they,Pasado,had borne,ellos habían llevado
401,401,to bore,"aburrir, perforar",Perfecto,they,Futuro,will have borne,habrán llevado
402,402,to bore,"aburrir, perforar",Imperativo,you,Afirmativo,bear,osa
403,403,to bore,"aburrir, perforar",Imperativo,you,Negativo,don't bear,no soporta
404,404,to bore,"aburrir, perforar",Imperativo,we,Afirmativo,let's bear,vamos a soportar
405,405,to bore,"aburrir, perforar",Imperativo,we,Negativo,let's not bear,no lo soportemos
406,406,to bore,"aburrir, perforar",Imperativo,you,Afirmativo,bear,osa
407,407,to bore,"aburrir, perforar",Imperativo,you,Negativo,don't bear,no soporta
408,408,to bore,"aburrir, perforar",Continuo,I,Presente,am bearing,estoy teniendo
409,409,to bore,"aburrir, perforar",Continuo,I,Pasado,was bearing,yo estaba llevando
410,410,to bore,"aburrir, perforar",Continuo,I,Futuro,will be bearing,estaré teniendo
411,411,to bore,"aburrir, perforar",Continuo,you,Presente,are bearing,estas teniendo
412,412,to bore,"aburrir, perforar",Continuo,you,Pasado,were bearing,estabas teniendo
413,413,to bore,"aburrir, perforar",Continuo,you,Futuro,will be bearing,estarás teniendo
414,414,to bore,"aburrir, perforar",Continuo,he,Presente,is bearing,él está llevando
415,415,to bore,"aburrir, perforar",Continuo,she,Presente,is bearing,ella está llevando
416,416,to bore,"aburrir, perforar",Continuo,he,Pasado,was bearing,estaba llevando
417,417,to bore,"aburrir, perforar",Continuo,she,Pasado,was bearing,ella estaba llevando
418,418,to bore,"aburrir, perforar",Continuo,he,Futuro,will be bearing,él llevará
419,419,to bore,"aburrir, perforar",Continuo,she,Futuro,will be bearing,ella llevará
420,420,to bore,"aburrir, perforar",Continuo,we,Presente,are bearing,estamos teniendo
421,421,to bore,"aburrir, perforar",Continuo,we,Pasado,were bearing,estábamos teniendo
422,422,to bore,"aburrir, perforar",Continuo,we,Futuro,will be bearing,estaremos teniendo
423,423,to bore,"aburrir, perforar",Continuo,you,Presente,are bearing,estas teniendo
424,424,to bore,"aburrir, perforar",Continuo,you,Pasado,were bearing,estabas teniendo
425,425,to bore,"aburrir, perforar",Continuo,you,Futuro,will be bearing,estarás teniendo
426,426,to bore,"aburrir, perforar",Continuo,they,Presente,are bearing,están teniendo
427,427,to bore,"aburrir, perforar",Continuo,they,Pasado,were bearing,estaban teniendo
428,428,to bore,"aburrir, perforar",Continuo,they,Futuro,will be bearing,ellos llevarán
429,429,to bore,"aburrir, perforar",Continuo Perfecto,I,Presente,have been bearing,he estado teniendo
430,430,to bore,"aburrir, perforar",Continuo Perfecto,I,Pasado,had been bearing,había estado teniendo
431,431,to bore,"aburrir, perforar",Continuo Perfecto,I,Futuro,will have been bearing,habré estado llevando
432,432,to bore,"aburrir, perforar",Continuo Perfecto,you,Presente,have been bearing,has estado teniendo
433,433,to bore,"aburrir, perforar",Continuo Perfecto,you,Pasado,had been bearing,habías estado teniendo
434,434,to bore,"aburrir, perforar",Continuo Perfecto,you,Futuro,will have been bearing,habrás estado soportando
435,435,to bore,"aburrir, perforar",Continuo Perfecto,he,Presente,has been bearing,él ha estado teniendo
436,436,to bore,"aburrir, perforar",Continuo Perfecto,she,Presente,has been bearing,ella ha estado teniendo
437,437,to bore,"aburrir, perforar",Continuo Perfecto,he,Pasado,had been bearing,él había estado teniendo
438,438,to bore,"aburrir, perforar",Continuo Perfecto,she,Pasado,had been bearing,ella había estado teniendo
439,439,to bore,"aburrir, perforar",Continuo Perfecto,he,Futuro,will have been bearing,él habrá estado soportando
440,440,to bore,"aburrir, perforar",Continuo Perfecto,she,Futuro,will have been bearing,ella habrá estado soportando
441,441,to bore,"aburrir, perforar",Continuo Perfecto,we,Presente,have been bearing,hemos estado teniendo
442,442,to bore,"aburrir, perforar",Continuo Perfecto,we,Pasado,had been bearing,habíamos estado teniendo
443,443,to bore,"aburrir, perforar",Continuo Perfecto,we,Futuro,will have been bearing,habremos estado soportando
444,444,to bore,"aburrir, perforar",Continuo Perfecto,you,Presente,have been bearing,has estado teniendo
445,445,to bore,"aburrir, perforar",Continuo Perfecto,you,Pasado,had been bearing,habías estado teniendo
446,446,to bore,"aburrir, perforar",Continuo Perfecto,you,Futuro,will have been bearing,habrás estado soportando
447,447,to bore,"aburrir, perforar",Continuo Perfecto,they,Presente,have been bearing,han estado teniendo
448,448,to bore,"aburrir, perforar",Continuo Perfecto,they,Pasado,had been bearing,habían estado teniendo
449,449,to bore,"aburrir, perforar",Continuo Perfecto,they,Futuro,will have been bearing,habrán estado teniendo
450,450,to finish,"terminar, acabar",Indicativo,I,Presente,finish,terminé
451,451,to finish,"terminar, acabar",Indicativo,I,Pasado,finished,terminé
452,452,to finish,"terminar, acabar",Indicativo,I,Futuro,will finish,terminaré
453,453,to finish,"terminar, acabar",Indicativo,you,Presente,finish,tu terminas
454,454,to finish,"terminar, acabar",Indicativo,you,Pasado,finished,terminaste
455,455,to finish,"terminar, acabar",Indicativo,you,Futuro,will finish,terminarás
456,456,to finish,"terminar, acabar",Indicativo,he,Presente,finishes,el termina
457,457,to finish,"terminar, acabar",Indicativo,she,Presente,finishes,ella termina
458,458,to finish,"terminar, acabar",Indicativo,he,Pasado,finished,terminó
459,459,to finish,"terminar, acabar",Indicativo,she,Pasado,finished,ella terminó
460,460,to finish,"terminar, acabar",Indicativo,he,Futuro,will finish,el terminara
461,461,to finish,"terminar, acabar",Indicativo,she,Futuro,will finish,ella terminará
462,462,to finish,"terminar, acabar",Indicativo,we,Presente,finish,acabamos
463,463,to finish,"terminar, acabar",Indicativo,we,Pasado,finished,terminamos
464,464,to finish,"terminar, acabar",Indicativo,we,Futuro,will finish,nosotros terminaremos
465,465,to finish,"terminar, acabar",Indicativo,you,Presente,finish,tu terminas
466,466,to finish,"terminar, acabar",Indicativo,you,Pasado,finished,terminaste
467,467,to finish,"terminar, acabar",Indicativo,you,Futuro,will finish,terminarás
468,468,to finish,"terminar, acabar",Indicativo,they,Presente,finish,ellos terminan
469,469,to finish,"terminar, acabar",Indicativo,they,Pasado,finished,ellos terminaron
470,470,to finish,"terminar, acabar",Indicativo,they,Futuro,will finish,terminarán
471,471,to finish,"terminar, acabar",Perfecto,I,Presente,have finished,he terminado
472,472,to finish,"terminar, acabar",Perfecto,I,Pasado,had finished,terminé
473,473,to finish,"terminar, acabar",Perfecto,I,Futuro,will have finished,habré terminado
474,474,to finish,"terminar, acabar",Perfecto,you,Presente,have finished,has terminado
475,475,to finish,"terminar, acabar",Perfecto,you,Pasado,had finished,habías terminado
476,476,to finish,"terminar, acabar",Perfecto,you,Futuro,will have finished,habrás terminado
477,477,to finish,"terminar, acabar",Perfecto,he,Presente,has finished,el ha terminado
478,478,to finish,"terminar, acabar",Perfecto,she,Presente,has finished,ella ha terminado
479,479,to finish,"terminar, acabar",Perfecto,he,Pasado,had finished,el habia terminado
480,480,to finish,"terminar, acabar",Perfecto,she,Pasado,had finished,ella había terminado
481,481,to finish,"terminar, acabar",Perfecto,he,Futuro,will have finished,habra terminado
482,482,to finish,"terminar, acabar",Perfecto,she,Futuro,will have finished,ella habrá terminado
483,483,to finish,"terminar, acabar",Perfecto,we,Presente,have finished,hemos terminado
484,484,to finish,"terminar, acabar",Perfecto,we,Pasado,had finished,habíamos terminado
485,485,to finish,"terminar, acabar",Perfecto,we,Futuro,will have finished,habremos terminado
486,486,to finish,"terminar, acabar",Perfecto,you,Presente,have finished,has terminado
487,487,to finish,"terminar, acabar",Perfecto,you,Pasado,had finished,habías terminado
488,488,to finish,"terminar, acabar",Perfecto,you,Futuro,will have finished,habrás terminado
489,489,to finish,"terminar, acabar",Perfecto,they,Presente,have finished,han terminado
490,490,to finish,"terminar, acabar",Perfecto,they,Pasado,had finished,habían terminado
491,491,to finish,"terminar, acabar",Perfecto,they,Futuro,will have finished,habrán terminado
492,492,to finish,"terminar, acabar",Imperativo,you,Afirmativo,finish,terminar
493,493,to finish,"terminar, acabar",Imperativo,you,Negativo,don't finish,no termines
494,494,to finish,"terminar, acabar",Imperativo,we,Afirmativo,let's finish,terminemos
495,495,to finish,"terminar, acabar",Imperativo,we,Negativo,let's not finish,no terminemos
496,496,to finish,"terminar, acabar",Imperativo,you,Afirmativo,finish,terminar
497,497,to finish,"terminar, acabar",Imperativo,you,Negativo,don't finish,no termines
498,498,to finish,"terminar, acabar",Continuo,I,Presente,am finishing,estoy terminando
499,499,to finish,"terminar, acabar",Continuo,I,Pasado,was finishing,estaba terminando
500,500,to finish,"terminar, acabar",Continuo,I,Futuro,will be finishing,estaré terminando
501,501,to finish,"terminar, acabar",Continuo,you,Presente,are finishing,estas terminando
502,502,to finish,"terminar, acabar",Continuo,you,Pasado,were finishing,estabas terminando
503,503,to finish,"terminar, acabar",Continuo,you,Futuro,will be finishing,estarás terminando
504,504,to finish,"terminar, acabar",Continuo,he,Presente,is finishing,el esta terminando
505,505,to finish,"terminar, acabar",Continuo,she,Presente,is finishing,ella esta terminando
506,506,to finish,"terminar, acabar",Continuo,he,Pasado,was finishing,estaba terminando
507,507,to finish,"terminar, acabar",Continuo,she,Pasado,was finishing,ella estaba terminando
508,508,to finish,"terminar, acabar",Continuo,he,Futuro,will be finishing,él estará terminando
509,509,to finish,"terminar, acabar",Continuo,she,Futuro,will be finishing,ella estará terminando
510,510,to finish,"terminar, acabar",Continuo,we,Presente,are finishing,estamos terminando
511,511,to finish,"terminar, acabar",Continuo,we,Pasado,were finishing,estábamos terminando
512,512,to finish,"terminar, acabar",Continuo,we,Futuro,will be finishing,estaremos terminando
513,513,to finish,"terminar, acabar",Continuo,you,Presente,are finishing,estas terminando
514,514,to finish,"terminar, acabar",Continuo,you,Pasado,were finishing,estabas terminando
515,515,to finish,"terminar, acabar",Continuo,you,Futuro,will be finishing,estarás terminando
516,516,to finish,"terminar, acabar",Continuo,they,Presente,are finishing,estan terminando
517,517,to finish,"terminar, acabar",Continuo,they,Pasado,were finishing,estaban terminando
518,518,to finish,"terminar, acabar",Continuo,they,Futuro,will be finishing,estarán terminando
519,519,to finish,"terminar, acabar",Continuo Perfecto,I,Presente,have been finishing,he estado terminando
520,520,to finish,"terminar, acabar",Continuo Perfecto,I,Pasado,had been finishing,había estado terminando
521,521,to finish,"terminar, acabar",Continuo Perfecto,I,Futuro,will have been finishing,habré estado terminando
522,522,to finish,"terminar, acabar",Continuo Perfecto,you,Presente,have been finishing,has estado terminando
523,523,to finish,"terminar, acabar",Continuo Perfecto,you,Pasado,had been finishing,habías estado terminando
524,524,to finish,"terminar, acabar",Continuo Perfecto,you,Futuro,will have been finishing,habrás estado terminando
525,525,to finish,"terminar, acabar",Continuo Perfecto,he,Presente,has been finishing,el ha estado terminando
526,526,to finish,"terminar, acabar",Continuo Perfecto,she,Presente,has been finishing,ella ha estado terminando
